# generated_at: 2026-05-19T12:15:01Z, dataset_version: v202605191210, source: internetinmyanmar.com/data
id,start_date,end_date,ongoing,duration_days,type,scope,perpetrator,services,source_url
,2025-09-10,2026-05-19,True,251,full_network,Conflict areas along Mon State and Tanintharyi Region border,Military,"[""Broadband"", ""Mobile""]",https://burmese.monnews.org/2025/09/10/%E1%80%9B%E1%80%BD%E1%80%B1%E1%80%B8%E1%80%80%E1%80%B1%E1%80%AC%E1%80%80%E1%80%BA%E1%80%95%E1%80%BD%E1%80%B2-%E1%80%94%E1%80%BE%E1%80%B1%E1%80%AC%E1%80%84%E1%80%B7%E1%80%BA%E1%80%9A%E1%80%BE%E1%80%80/
,2025-09-12,2025-09-20,False,8,full_network,"Kale township, Sagaing Division",Military,"[""Broadband"", ""Mobile""]",https://www.facebook.com/shwepheemyaynews/posts/pfbid02c7y1JU1uEp5bfAKaExDFxky6wubZHbKk6BTGLQLcrzV22rRTpLqaJFZicKgN2gnQl/
,2025-09-15,2026-05-19,True,246,full_network,"Banmauk township, Sagaing Division",Military,"[""Broadband"", ""Mobile""]",https://www.shannivoice.com/%E1%80%97%E1%80%94%E1%80%BA%E1%80%B8%E1%80%99%E1%80%B1%E1%80%AC%E1%80%80%E1%80%BA-%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B7%E1%80%94%E1%80%9A%E1%80%BA-%E1%80%95-%E1%80%A1-%E1%80%96-%E1%80%A1/
,2025-09-18,2026-05-19,True,243,full_network,"Kani township, Sagaing Division",Executive government,"[""Broadband"", ""Mobile""]",https://www.facebook.com/story.php?story_fbid=825352669867453&id=100071781816349
,2025-09-22,2026-05-19,True,239,full_network,"Lansal village, Hsawlaw township and Lumyang village, Waingmaw township, Kachin State",Non-government,"[""Mobile""]",https://t.me/spmnewsagency2019/21482
,2025-09-26,2026-05-19,True,235,full_network,"Ramree township, Rakhine State",Military,"[""Mobile""]",https://www.facebook.com/story.php?story_fbid=1353523360120420&id=100063883071441
,2025-10-02,2025-10-07,False,5,full_network,"Namtu town, Shan State",Military,"[""Mobile""]",https://www.ludunwayoo.com/news-mm/2025/10/03/135573/
,2025-10-03,2025-10-04,False,1,full_network,"Mandalay and Pyinoolwin townships, Mandalay Region",Military,"[""Broadband"", ""Mobile""]",https://www.ludunwayoo.com/feature-mm/2025/10/06/135909/
,2025-10-06,2025-10-07,False,1,full_network,"Bonto village, Chaung-U township, Sagaing Division",Military,"[""Mobile""]",https://www.ludunwayoo.com/news-mm/2025/10/18/137117/
,2025-10-14,2026-05-19,True,217,full_network,"Kawkareik township, Kayin State",Military,"[""Broadband"", ""Mobile""]",https://yktnews.com/2025/10/230992/
,2025-10-15,2026-05-19,True,216,full_network,"Man San village tract and Namtu town, Namtu township, Shan State",Military,"[""Broadband"", ""Mobile""]",https://www.facebook.com/100066891622617/posts/1140682671504776/
,2025-10-16,2026-05-19,True,215,full_network,"Pale township, Sagaing Division",Military,"[""Mobile""]",https://burmese.dvb.no/post/733319
,2025-11-01,2025-11-02,False,1,full_network,"Monywa, Sagaing Division",Military,"[""Broadband"", ""Mobile""]",https://www.ludunwayoo.com/news-mm/2025/11/03/138591/
,2025-11-04,2026-05-19,True,196,full_network,"Zardi village, Yebyu township, Tanintharyi Region",Military,"[""Broadband"", ""Mobile""]",https://www.daweiwatch.com/10/11/2025/121471/
,2025-11-11,2026-05-19,True,189,full_network,"Ywangan township, Shan State",Military,"[""Broadband"", ""Mobile""]",https://globalreporter.org/mm/news-details/cmhvdzfwh03oxp9dbfandvhld?from_site=true&country_id=1&news_type=daily
,2025-11-14,2026-05-19,True,186,full_network,"Launglon township, Dawei district, Tanintharyi Region",Military,"[""Mobile""]",https://yktnews.com/2025/11/233943/
,2025-11-19,2026-05-19,True,181,full_network,"Salingyi township, Sagaing Division",Military,"[""Mobile""]",https://yktnews.com/2025/11/234403/
,2025-11-23,2026-05-19,True,177,full_network,"Eastern parts of the Mogok area, Shan State",Military,"[""Broadband"", ""Mobile""]",https://www.bbc.com/burmese/articles/ckg927k16nwo
,2025-12-08,2026-05-19,True,162,full_network,"Puta-O township, Kachin State",Military,"[""Broadband"", ""Mobile""]",https://burmese.kachinnews.com/2025/12/10/zz1-325/
,2025-12-09,2026-05-19,True,161,full_network,"Nattalin township, Bago Region",Military,"[""Mobile""]",https://burmese.dvb.no/post/737451
,2025-12-15,2026-05-19,True,155,full_network,"Mingaladon and North Okkalapa townships, Yangon Region",Military,"[""Mobile""]",https://www.facebook.com/PeacockRedBurma/posts/%E1%80%9B%E1%80%94%E1%80%BA%E1%80%80%E1%80%AF%E1%80%94%E1%80%BA%E1%80%99%E1%80%BE%E1%80%AC-%E1%80%96%E1%80%AF%E1%80%94%E1%80%BA%E1%80%B8%E1%80%9C%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%B8-%E1%80%95%E1%80%BC%E1%80%90%E1%80%BA%E1%80%90%E1%80%B1%E1%80%AC%E1%80%80%E1%80%BA%E1%80%94%E1%80%B1%E1%80%9B%E1%80%94%E1%80%BA%E1%80%80%E1%80%AF%E1%80%94%E1%80%BA-%E1%80%92%E1%80%AE%E1%80%87%E1%80%84%E1%80%BA%E1%80%98%E1%80%AC-%E1%81%81%E1%81%85%E1%80%9B%E1%80%94%E1%80%BA%E1%80%80%E1%80%AF%E1%80%94%E1%80%BA%E1%80%90%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%B8%E1%80%99%E1%80%BE%E1%80%AC-%E1%80%96%E1%80%AF%E1%80%94%E1%80%BA%E1%80%B8%E1%80%9C%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA/1277696641061315/
,2025-12-18,2025-12-31,False,13,full_network,"Indaw township, Sagaing Division",Military,"[""Broadband"", ""Mobile""]",https://www.facebook.com/LuduNwayOo/posts/အင်းတော်မှာ-starlinkအသုံးပြုမှု-ဒီနှစ်ကုန်အထိပိတ်သိမ်းဖို့-ပအဖ-ထုတ်ပြန်ဒီဇင်ဘာ-၂/1193244099541047/
